Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Charging_Stations
2018,August,Middle East,Model X,8863,9533,71853,120,685,910.67,10742
2022,December,Middle East,Cybertruck,13911,14029,118495,60,347,724.07,9683
2022,November,North America,Cybertruck,10470,10759,70715,75,439,689.45,4011
2024,March,North America,Model S,3907,4416,80242,82,484,283.65,6160
2015,May,Middle East,Model Y,3622,3652,110531,60,354,192.33,14996
2025,May,Middle East,Model 3,6902,7018,100872,120,716,741.27,10328
2016,January,Asia,Model Y,10480,10885,82384,82,486,763.99,11726
2015,June,North America,Model Y,7006,7585,89266,75,445,467.65,7841
2021,January,Europe,Model S,16493,17525,101148,100,576,1425,3890
2021,January,North America,Model Y,1385,1505,100007,75,446,92.66,11465
2021,November,Europe,Model Y,9990,10820,89119,82,479,717.78,5129
2017,June,Europe,Model 3,5509,6002,110627,82,489,404.09,4270
2017,August,Europe,Model X,7497,8021,55299,60,341,383.47,12642
2022,January,Middle East,Model 3,7772,8489,107963,75,418,487.3,10131
2023,October,North America,Model 3,11636,12345,61679,120,661,1153.71,4600
2024,February,Middle East,Cybertruck,10257,11190,89537,120,711,1093.91,12859
2016,September,North America,Model Y,15648,17137,61617,82,487,1143.09,8129
2019,October,Asia,Cybertruck,12582,13593,77593,100,592,1117.28,8915
2024,May,Middle East,Model S,11919,13335,103069,60,357,638.26,3177
2022,January,North America,Model X,10780,11489,53142,60,357,577.27,8643
2023,July,Middle East,Model 3,11920,13072,103026,60,333,595.4,12998
2025,June,Europe,Cybertruck,12027,12592,96555,120,710,1280.88,7324
2016,November,Asia,Model X,15569,17489,110029,100,595,1389.53,8171
2024,August,North America,Model 3,8129,8264,100593,100,563,686.49,12840
2020,July,Europe,Model X,12980,14620,75353,100,583,1135.1,8649
2023,July,Europe,Cybertruck,8193,8455,50406,120,678,833.23,11987
2018,September,North America,Model S,8643,9882,76367,60,340,440.79,3749
2025,September,Europe,Cybertruck,10381,11098,67623,75,426,663.35,12599
2017,August,North America,Model Y,9061,10138,54833,75,430,584.43,9728
2024,December,Asia,Model Y,17324,19456,81581,82,475,1234.33,13746
2025,March,Europe,Model S,13639,15599,80451,75,435,889.94,10995
2022,June,Europe,Model X,14719,15739,88440,75,448,989.12,14983
2016,February,North America,Model X,4821,5380,59161,82,490,354.34,8445
2021,October,Asia,Cybertruck,18256,20576,50668,100,570,1560.89,13886
2020,December,Middle East,Model Y,7133,8020,99276,120,716,766.08,7907
2024,February,Middle East,Model Y,12422,12757,100690,60,354,659.61,11149
2023,March,Europe,Cybertruck,7822,7970,89595,60,334,391.88,11457
2022,July,North America,Model X,9618,10791,116825,100,596,859.85,13911
2017,September,North America,Model S,5641,5822,79740,75,446,377.38,9084
2024,December,Europe,Model S,13871,14673,104537,60,351,730.31,3714
2025,May,Middle East,Cybertruck,9413,10180,56934,82,464,655.14,3615
2023,February,Middle East,Cybertruck,4924,5240,56906,75,435,321.29,4724
2017,January,Europe,Model Y,6923,7757,115046,75,427,443.42,13873
2022,September,North America,Model Y,12817,13582,90598,120,716,1376.55,3825
2022,March,Asia,Cybertruck,1738,1822,83296,82,475,123.83,14831
2015,August,Europe,Model 3,8920,9986,60494,100,561,750.62,11667
2021,May,Asia,Cybertruck,8270,8687,66414,100,574,712.05,9621
2023,April,Europe,Model 3,8269,9395,75423,60,338,419.24,9008
2020,September,Europe,Cybertruck,4085,4224,114556,100,579,354.78,7559
2025,October,Europe,Model S,6234,7024,92151,60,343,320.74,7895
2017,September,Middle East,Cybertruck,1599,1791,100057,75,434,104.09,3640
2022,June,Asia,Cybertruck,2877,3286,104403,60,338,145.86,13130
2015,October,Europe,Model 3,20240,21254,103964,75,416,1262.98,3901
2019,October,Europe,Model X,10136,11624,85131,100,572,869.67,12041
2017,July,Europe,Model Y,5659,6096,87489,60,340,288.61,7245
2024,February,Asia,Model 3,5081,5645,93939,60,341,259.89,4692
2023,January,Asia,Model S,11307,12268,88740,75,413,700.47,8631
2015,October,Middle East,Model X,8150,8565,100734,60,331,404.65,6783
2024,September,Europe,Model X,12707,13306,89278,100,576,1097.88,12881
2016,March,Asia,Model Y,4663,5336,83848,75,442,309.16,9602
2018,March,Europe,Model 3,8163,8605,78592,100,583,713.85,3680
2016,September,North America,Model S,8660,8899,112579,100,582,756.02,4825
2015,July,North America,Model X,16092,17133,58931,100,564,1361.38,7356
2015,November,North America,Model X,8217,8736,101631,82,460,566.97,4325
2018,June,Middle East,Model S,4979,5264,108740,75,417,311.44,9068
2024,July,Asia,Cybertruck,13917,14312,88351,75,413,862.16,12170
2020,December,Middle East,Cybertruck,13238,14552,82540,82,476,945.19,8395
2022,March,Asia,Model Y,6140,6345,100218,82,489,450.37,9333
2022,January,Middle East,Model S,12928,13924,108043,82,469,909.48,9850
2022,February,Europe,Model X,6243,6550,100430,82,477,446.69,6993
2025,September,Europe,Model S,3139,3160,88477,120,688,323.94,14134
2019,October,Asia,Model Y,10998,11172,85430,100,590,973.32,14233
2021,December,North America,Model 3,8179,8488,81792,75,426,522.64,14784
2025,February,Asia,Model X,20012,20874,91474,75,423,1269.76,3665
2022,April,Middle East,Cybertruck,5774,6197,81519,60,335,290.14,6691
2018,July,Asia,Cybertruck,9208,9785,75047,60,347,479.28,9907
2021,August,Europe,Cybertruck,8120,8360,72208,60,338,411.68,9370
2024,June,Europe,Model X,8099,8458,110962,100,550,668.17,3252
2017,September,North America,Model 3,6860,7053,55388,75,438,450.7,7593
2015,January,North America,Model 3,9446,9528,110632,75,435,616.35,11496
2024,January,North America,Model S,12668,14186,59337,100,555,1054.61,14065
2017,November,Middle East,Model Y,7895,8875,61950,75,413,489.1,5453
2021,October,Middle East,Model 3,18542,19705,99991,120,711,1977.5,4856
2020,May,Asia,Model 3,11711,13448,53832,82,465,816.84,8782
2025,June,Middle East,Model Y,6722,7395,100182,82,474,477.93,14504
2021,May,North America,Model S,15795,17652,81728,82,483,1144.35,13063
2022,September,Asia,Model Y,6777,6917,117632,120,709,720.73,5453
2019,September,Middle East,Model 3,10505,10991,75811,120,706,1112.48,12731
2025,August,Asia,Model X,11494,12162,90336,100,591,1018.94,5260
2021,October,Asia,Model 3,8427,9515,54890,82,478,604.22,5073
2023,April,Middle East,Model Y,6542,7323,80221,82,469,460.23,9154
2017,October,North America,Model Y,8058,8608,96743,60,355,429.09,5036
2017,November,North America,Model Y,11474,13004,76003,75,419,721.14,8872
2020,March,Middle East,Model X,8652,9846,90711,100,576,747.53,10156
2016,April,Middle East,Model X,9604,10742,71328,82,454,654.03,7835
2017,September,Europe,Model Y,10381,10884,112854,60,356,554.35,6903
2020,December,Asia,Cybertruck,14908,16217,88333,75,436,974.98,6113
2021,February,Middle East,Cybertruck,10591,11638,93729,75,423,672,7536
2017,December,Europe,Cybertruck,8177,8522,117435,60,330,404.76,11592
2020,May,North America,Model X,7373,8436,106508,120,687,759.79,5683
2022,May,Europe,Model Y,21772,23530,89555,60,358,1169.16,13826
2019,January,Asia,Model X,6060,6093,53692,100,591,537.22,4415
2020,June,Europe,Model 3,4355,4949,94372,75,415,271.1,13908
2020,November,North America,Model S,11189,11741,52954,60,344,577.35,9533
2020,November,Europe,Model Y,9563,10725,87560,100,563,807.6,3739
2024,April,Middle East,Model X,10425,11691,108739,120,714,1116.52,9110
2021,March,Middle East,Model 3,7304,7847,79478,75,427,467.82,5776
2023,June,Middle East,Model Y,6457,6467,66963,82,478,462.97,5773
2021,May,Europe,Cybertruck,4349,4579,94955,82,461,300.73,4311
2021,December,North America,Model Y,9243,9841,53775,100,575,797.21,9056
2020,August,Asia,Cybertruck,9144,10132,114280,82,467,640.54,5295
2025,September,Middle East,Model S,7781,8045,81912,75,448,522.88,13205
2025,October,Asia,Model Y,3475,3792,98144,75,430,224.14,13516
2021,November,North America,Model Y,8184,8928,92298,82,484,594.16,8100
2019,May,Asia,Model 3,10109,10873,72597,82,461,699.04,8567
2018,April,Middle East,Model S,15421,17636,89602,120,690,1596.07,4020
2021,August,Middle East,Model X,10813,11769,81494,60,355,575.79,14482
2022,July,Middle East,Cybertruck,1519,1626,116811,60,333,75.87,14355
2022,March,North America,Model X,10773,10838,72051,75,434,701.32,14407
2019,December,North America,Model Y,8103,9221,95518,60,332,403.53,14374
2019,May,Middle East,Cybertruck,10704,11117,59496,100,563,903.95,7620
2017,April,North America,Model S,12976,14909,53144,60,352,685.13,7460
2021,December,Middle East,Model Y,8528,9359,73030,120,683,873.69,6145
2025,August,North America,Model Y,11732,11828,62363,82,473,832.39,8772
2022,April,Middle East,Model X,9731,9758,57037,60,344,502.12,11279
2023,January,North America,Model Y,8479,8785,61770,75,448,569.79,10410
2015,May,Middle East,Model S,11967,13068,79277,100,596,1069.85,13392
2019,April,North America,Model S,17426,19342,119680,120,677,1769.61,9458
2017,May,North America,Model Y,13550,15031,110318,120,676,1373.97,12684
2018,August,North America,Model Y,14778,16688,90398,82,487,1079.53,10163
2021,March,North America,Cybertruck,10254,11098,65352,120,685,1053.6,10827
2022,November,North America,Model 3,8720,9064,64691,75,434,567.67,4067
2019,April,Middle East,Model Y,4063,4144,116732,120,664,404.67,5389
2015,November,Europe,Model 3,9802,10703,61692,100,599,880.71,5780
2016,August,Asia,Model X,7416,7599,73115,100,587,652.98,9232
2018,August,Asia,Model S,19214,21124,97535,60,357,1028.91,14963
2016,August,Middle East,Model X,6992,7205,86633,75,423,443.64,12514
2025,July,Middle East,Model X,12850,13463,93479,82,457,880.87,13151
2019,April,Europe,Model Y,14301,14600,89844,120,712,1527.35,9997
2021,March,Europe,Model S,8512,9440,50050,120,716,914.19,4974
2019,January,North America,Model S,10197,10593,53698,82,480,734.18,4455
2021,July,Asia,Model S,14261,14799,118672,120,696,1488.85,12522
2022,November,Middle East,Model S,6579,7084,97090,120,683,674.02,6015
2023,December,Europe,Model 3,8304,8654,92297,100,590,734.9,12136
2018,May,North America,Cybertruck,9784,10643,87896,60,332,487.24,3684
2022,April,Asia,Model 3,17279,19696,55326,60,345,894.19,11243
2025,March,Asia,Cybertruck,8756,9316,115764,60,342,449.18,7300
2017,February,North America,Model X,10354,10816,57376,82,483,750.15,10729
2018,March,Middle East,Cybertruck,5287,5627,69315,120,706,559.89,5715
2022,October,North America,Model Y,15752,16614,77495,100,584,1379.88,14254
2015,November,North America,Model S,10329,11783,105915,82,491,760.73,7208
2024,February,North America,Model X,11602,11971,110031,75,414,720.48,5585
2023,September,Europe,Model Y,10273,10978,89853,75,438,674.94,10106
2024,June,Middle East,Model Y,2967,3030,50262,75,432,192.26,4285
2022,June,Middle East,Model 3,5746,6002,70744,120,703,605.92,5757
2016,July,Middle East,Model Y,6006,6682,95987,60,358,322.52,3827
2024,September,Middle East,Model 3,14814,16837,69179,100,575,1277.71,14504
2016,September,Middle East,Model Y,11327,11802,110084,75,423,718.7,13929
2022,January,Middle East,Model Y,4543,4659,96732,75,435,296.43,10722
2016,August,Asia,Model 3,13615,13742,85875,100,590,1204.93,8510
2021,May,North America,Model X,8612,8882,81873,75,446,576.14,4253
2019,November,North America,Model X,15709,16507,89462,82,459,1081.56,11903
2021,March,Middle East,Model S,7004,7128,50955,120,678,712.31,11375
2023,June,Europe,Model X,14659,15639,89537,100,573,1259.94,3575
2019,October,Asia,Model X,6022,6408,61260,100,585,528.43,12106
2020,September,Europe,Model X,6776,6874,83324,100,599,608.82,12245
2015,April,North America,Cybertruck,8239,8701,93810,82,471,582.09,13277
2023,August,North America,Model X,8590,9691,82996,82,486,626.21,6498
2019,December,North America,Model S,7274,7421,60194,120,701,764.86,10713
2017,January,Asia,Model X,10838,11231,99977,120,709,1152.62,12647
2016,July,Middle East,Cybertruck,11207,11302,69753,60,337,566.51,5963
2024,April,Middle East,Model S,2533,2535,52995,120,674,256.09,4371
2018,March,North America,Model Y,11880,12049,81504,60,340,605.88,13448
2024,June,North America,Cybertruck,9127,10395,92232,100,560,766.67,14035
2018,April,Asia,Model 3,7151,7932,72647,100,583,625.35,9678
2019,June,Middle East,Model 3,14598,14636,53430,100,578,1265.65,12833
2018,August,Middle East,Model Y,6662,7067,68841,60,335,334.77,12400
2016,May,Middle East,Model X,17304,18501,94604,60,349,905.86,13741
2024,October,North America,Model Y,8801,9671,72650,75,425,561.06,10943
2019,March,Middle East,Model 3,10442,10571,60816,60,343,537.24,9125
2020,April,Middle East,Model S,4948,5450,106225,120,693,514.34,11890
2016,November,Middle East,Model S,14506,16442,74211,75,418,909.53,3305
2018,May,Middle East,Model S,3250,3571,80942,100,582,283.72,3737
2024,August,Middle East,Model X,11996,13445,61313,75,423,761.15,11154
2019,February,Middle East,Model S,10927,11572,92575,82,469,768.71,11908
2023,April,North America,Model 3,6794,7068,91341,75,435,443.31,4847
2015,November,North America,Model 3,14261,15902,78135,100,573,1225.73,10530
2015,September,North America,Model 3,5573,5629,102497,120,672,561.76,13776
2021,July,Middle East,Cybertruck,15021,16617,65040,82,452,1018.42,5413
2025,March,Europe,Cybertruck,18467,19834,111180,82,487,1349.01,3131
2017,December,North America,Model X,7720,8424,69673,82,458,530.36,7557
2021,April,North America,Model S,5351,5870,53134,120,663,532.16,8486
2019,September,Europe,Cybertruck,10142,10308,117609,75,419,637.42,10776
2019,April,North America,Model 3,8072,8717,78395,100,558,675.63,14729
2021,August,Europe,Model S,14448,16151,82372,100,597,1293.82,8836
2023,February,Middle East,Model S,14650,15685,77857,60,339,744.95,8416
2024,May,Asia,Model Y,12999,13611,118147,100,564,1099.72,13671
2015,February,Asia,Cybertruck,13254,14878,88864,75,432,858.86,5902
2018,March,Middle East,Model S,11749,13122,51134,120,709,1249.51,3481
2025,August,Middle East,Model 3,13723,14813,109041,82,460,946.89,8309
2021,February,Middle East,Model Y,9542,10420,56140,82,467,668.42,11559
2020,October,Asia,Model S,9818,10354,94757,60,333,490.41,8163
2023,November,Middle East,Cybertruck,6610,7068,69561,82,460,456.09,13491
2020,September,North America,Model Y,5968,6210,107593,60,345,308.84,8541
2023,July,North America,Model 3,1351,1504,92736,82,465,94.23,5519
2016,January,North America,Model 3,304,339,52773,82,470,21.43,4259
2023,August,North America,Model 3,14715,15833,117649,60,347,765.92,13679
2024,November,North America,Model Y,10821,11949,71588,60,356,577.84,12380
2017,July,North America,Model S,14291,14867,75791,120,713,1528.42,10997
2025,February,Middle East,Model S,889,1013,63699,60,352,46.94,3282
2020,May,Middle East,Model X,4010,4210,72153,120,706,424.66,3624
2024,March,Asia,Cybertruck,12472,13069,76678,120,696,1302.08,10483
2023,August,Europe,Model Y,10695,11633,69662,75,446,715.5,6649
2017,September,Europe,Model 3,11041,11651,80264,60,330,546.53,6114
2021,May,Europe,Model Y,8033,9028,65934,60,345,415.71,12673
2020,April,Europe,Model X,3764,3814,110550,82,464,261.97,5139
2022,November,Middle East,Cybertruck,8583,8668,118326,100,597,768.61,3725
2017,May,North America,Model X,12138,13438,82320,100,596,1085.14,11335
2015,October,Europe,Cybertruck,7750,8169,56411,75,446,518.47,4641
2022,July,Europe,Model 3,14915,16926,93663,82,451,1009,5235
2019,January,Middle East,Model S,9647,10103,57464,82,466,674.33,4193
2023,July,Europe,Model X,6115,6844,94155,120,695,637.49,7242
2025,August,Middle East,Model Y,8158,8270,98015,75,428,523.74,13377
2019,July,North America,Model X,8155,8938,71991,75,448,548.02,3401
2016,December,Asia,Cybertruck,2907,3031,64226,75,441,192.3,7638
2018,February,Europe,Model X,10561,11898,83881,75,431,682.77,6701
2024,August,North America,Model S,13280,14791,70796,60,342,681.26,5231
2015,February,North America,Model 3,7992,8955,63060,100,594,712.09,9472
2016,November,Middle East,Cybertruck,11120,11963,117481,82,466,777.29,3467
2019,December,North America,Cybertruck,6711,7115,53586,82,471,474.13,4479
2024,September,North America,Cybertruck,9132,9780,117803,60,353,483.54,13778
2018,December,Middle East,Model S,4668,5239,91812,100,569,398.41,8681
2020,January,Middle East,Model S,10058,10373,52759,82,481,725.68,12931
2025,February,Asia,Model Y,8064,8067,57081,120,707,855.19,14537
2021,April,Middle East,Model S,11233,12738,87087,75,437,736.32,12978
2024,December,Asia,Model 3,10495,10613,52202,75,438,689.52,8261
2018,March,Europe,Cybertruck,13104,13912,66837,120,700,1375.92,12912
2022,January,Europe,Model S,14656,14684,98666,60,342,751.85,9786
2015,July,Asia,Model S,3489,3549,92743,75,423,221.38,9974
2023,November,Middle East,Model S,10485,11160,80890,60,331,520.58,7817
2021,March,North America,Model X,10175,10870,52158,75,445,679.18,3156
2016,May,Asia,Model S,7693,7715,68187,120,705,813.53,4645
2020,February,Middle East,Model Y,8969,9267,104633,120,672,904.08,3960
2016,December,Europe,Model 3,9327,9705,117649,120,693,969.54,7167
2024,January,Europe,Cybertruck,16353,17144,88184,60,334,819.29,8430
2021,October,Middle East,Model Y,13488,14333,113771,120,719,1454.68,4273
2019,July,Middle East,Model S,18300,18407,81890,82,487,1336.81,9833
2019,September,Asia,Model S,13291,14839,97139,100,580,1156.32,13709
2020,May,Asia,Cybertruck,3471,3714,69991,60,358,186.39,6754
